0.208427,0.948650,0.203277,1.000000,0.450412
1.000000,0.000000,0.000000,0.367147,1.000000
1.000000,0.000000,0.000000,1.000000,1.000000
1.000000,0.000000,1.000000,0.000000,0.623347
1.000000,1.000000,0.149089,0.553598,1.000000
1.000000,0.000000,0.000000,0.000000,1.000000
0.658114,0.508683,0.808083,1.000000,0.649573
0.000000,0.000000,0.853210,0.000000,0.000000
0.000000,1.000000,0.730158,0.443196,0.219660
0.000000,0.161203,0.954878,0.982422,0.241471
0.135564,0.000000,1.000000,0.000000,0.000000
0.000000,0.237325,1.000000,0.000000,0.000000
0.050045,0.000000,0.941142,0.839300,0.472944
0.000000,0.576762,0.441269,1.000000,0.514739
0.165666,0.447797,0.699103,1.000000,0.000000
0.951687,0.000000,0.034703,0.000000,0.572285
0.623130,0.000000,0.470084,0.000000,0.257893
0.000000,0.000000,0.000000,0.963856,0.107311
0.000000,0.539439,1.000000,0.386815,0.000000
0.121762,1.000000,0.000000,0.000000,0.000000
0.251857,0.812599,0.669319,0.675746,1.000000
0.125898,0.690568,0.423181,0.959111,0.157089
0.742962,0.000000,0.000000,0.000000,1.000000
0.000000,0.000000,0.158861,0.133870,1.000000
0.229528,0.174553,0.630221,0.899378,0.851779
0.432136,0.000000,1.000000,0.000000,0.762170
0.656127,1.000000,0.000000,0.000000,0.882512
0.574354,1.000000,1.000000,1.000000,0.000000
0.000000,0.000000,0.290102,0.582609,0.333693
0.076248,0.000000,0.935364,0.975796,0.000000
0.000000,1.000000,0.000000,0.160202,0.000000
1.000000,0.164925,0.000000,0.977563,0.000000
0.712990,0.854336,1.000000,1.000000,1.000000
0.203974,0.000000,0.000000,0.971117,0.000000
0.000000,0.646175,0.000000,0.814222,0.000000
1.000000,1.000000,0.740063,0.864530,0.612274
1.000000,0.000000,0.000000,0.000000,0.784749
0.726408,1.000000,1.000000,1.000000,0.357901
0.000000,0.044790,0.175373,0.000000,1.000000
0.000000,0.000000,0.568266,0.000000,0.513785
1.000000,0.458675,0.695305,0.725162,1.000000
0.653813,0.952656,1.000000,1.000000,0.000000
0.000000,0.000000,1.000000,0.892596,0.000000
0.406019,1.000000,0.000000,0.282953,0.344389
1.000000,0.300062,0.000000,0.000000,0.000000
1.000000,1.000000,1.000000,1.000000,0.000000
0.271215,0.084370,1.000000,0.000000,0.723213
1.000000,0.208407,0.000000,0.024330,0.892285
0.000000,1.000000,1.000000,1.000000,0.000000
1.000000,0.810499,0.809235,0.486123,0.896631
0.000000,0.974155,0.077074,0.000000,0.919482
0.000000,0.000000,0.000000,0.000000,0.527097
0.154944,0.000000,1.000000,0.000000,0.316025
1.000000,1.000000,0.157892,0.000000,0.000000
0.294337,1.000000,0.000000,0.000000,0.331553
0.000000,0.770694,0.550388,0.000000,0.000000
0.303874,0.845302,1.000000,1.000000,0.406211
1.000000,0.199953,0.000000,0.596824,0.600531
1.000000,0.000000,0.133917,0.000000,1.000000
0.000000,1.000000,1.000000,0.924858,0.841485
1.000000,0.718546,0.485933,0.268965,1.000000
0.865653,0.000000,0.000000,0.000000,0.444295
0.099367,0.640138,0.306329,0.769503,0.000000
0.504158,1.000000,0.376579,0.785961,0.000000
1.000000,0.413106,0.000000,0.876602,0.521583
0.018995,0.645111,0.938575,0.000000,0.332548
0.000000,0.650966,0.349275,1.000000,0.042845
0.619881,0.000000,0.921723,0.000000,1.000000
0.194762,0.000000,0.378150,1.000000,0.000000
0.059617,0.961363,0.956912,0.000000,0.000000
